time_s,T_K,HRR_kW,O2_volpct,CO2_volpct,H2O_volpct,fuel_kg,inhib_kgm3,inert_kgm3,ACH,agent_mdot_kgps,reward
20.020000,327.248668,302.722173,20.256236,0.275283,1.217607,49.829053,0.009375,0.027950,3.000000,0.300000,9.400000
20.120000,327.337986,301.972714,20.252328,0.276427,1.218651,49.828214,0.009437,0.028135,3.000000,0.300000,9.400000
20.220000,327.426599,301.233642,20.248425,0.277569,1.219694,49.827377,0.009500,0.028320,3.000000,0.300000,9.400000
20.320000,327.514514,300.504828,20.244525,0.278710,1.220734,49.826541,0.009562,0.028505,3.000000,0.300000,9.400000
20.420000,327.601741,299.786141,20.240628,0.279849,1.221773,49.825706,0.009625,0.028690,3.000000,0.300000,9.400000
20.520000,327.688288,299.077451,20.236735,0.280986,1.222811,49.824872,0.009687,0.028875,3.000000,0.300000,9.400000
20.620000,327.774163,298.378626,20.232845,0.282121,1.223846,49.824039,0.009750,0.029060,3.000000,0.300000,9.400000
20.720000,327.859374,297.689534,20.228959,0.283254,1.224880,49.823206,0.009812,0.029246,3.000000,0.300000,9.400000
20.820000,327.943929,297.010043,20.225076,0.284386,1.225912,49.822375,0.009875,0.029431,3.000000,0.300000,9.400000
20.920000,328.027837,296.340020,20.221196,0.285516,1.226942,49.821544,0.009937,0.029616,3.000000,0.300000,9.400000
21.020000,328.111104,295.679331,20.217320,0.286644,1.227971,49.820715,0.010000,0.029801,3.000000,0.300000,9.400000
21.120000,328.193740,295.027844,20.213447,0.287771,1.228998,49.819886,0.010062,0.029986,3.000000,0.300000,9.400000
21.220000,328.275751,294.385427,20.209577,0.288896,1.230024,49.819058,0.010125,0.030171,3.000000,0.300000,9.400000
21.320000,328.357146,293.751947,20.205711,0.290019,1.231047,49.818232,0.010187,0.030356,3.000000,0.300000,9.400000
21.420000,328.437930,293.127271,20.201848,0.291141,1.232070,49.817405,0.010250,0.030541,3.000000,0.300000,9.400000
21.520000,328.518113,292.511269,20.197988,0.292261,1.233090,49.816580,0.010312,0.030726,3.000000,0.300000,9.400000
21.620000,328.597701,291.903808,20.194131,0.293379,1.234109,49.815756,0.010375,0.030910,3.000000,0.300000,9.400000
21.720000,328.676700,291.304759,20.190277,0.294496,1.235127,49.814932,0.010437,0.031095,3.000000,0.300000,9.400000
21.820000,328.755119,290.713991,20.186426,0.295611,1.236143,49.814109,0.010500,0.031280,3.000000,0.300000,9.400000
21.920000,328.832964,290.131375,20.182579,0.296725,1.237157,49.813288,0.010562,0.031465,3.000000,0.300000,9.400000
22.020000,328.910241,289.556784,20.178734,0.297837,1.238170,49.812466,0.010625,0.031650,3.000000,0.300000,9.400000
22.120000,328.986958,288.990089,20.174893,0.298948,1.239182,49.811646,0.010687,0.031835,3.000000,0.300000,9.400000
22.220000,329.063122,288.431165,20.171054,0.300057,1.240192,49.810826,0.010750,0.032020,3.000000,0.300000,9.400000
22.320000,329.138737,287.879886,20.167219,0.301165,1.241200,49.810008,0.010812,0.032205,3.000000,0.300000,9.400000
22.420000,329.213812,287.336128,20.163387,0.302271,1.242207,49.809189,0.010875,0.032389,3.000000,0.300000,9.400000
22.520000,329.288352,286.799768,20.159557,0.303376,1.243213,49.808372,0.010937,0.032574,3.000000,0.300000,9.400000
22.620000,329.362363,286.270684,20.155730,0.304479,1.244217,49.807555,0.011000,0.032759,3.000000,0.300000,9.400000
22.720000,329.435851,285.748754,20.151907,0.305581,1.245220,49.806740,0.011062,0.032944,3.000000,0.300000,9.400000
22.820000,329.508824,285.233860,20.148086,0.306681,1.246222,49.805924,0.011125,0.033128,3.000000,0.300000,9.400000
22.920000,329.581285,284.725884,20.144268,0.307780,1.247222,49.805110,0.011187,0.033313,3.000000,0.300000,9.400000
23.020000,329.653242,284.224707,20.140452,0.308878,1.248221,49.804296,0.011250,0.033498,3.000000,0.300000,9.400000
23.120000,329.724700,283.730215,20.136640,0.309974,1.249218,49.803483,0.011312,0.033683,3.000000,0.300000,9.400000
23.220000,329.795664,283.242293,20.132830,0.311069,1.250215,49.802671,0.011375,0.033867,3.000000,0.300000,9.400000
23.320000,329.866140,282.760829,20.129023,0.312163,1.251209,49.801859,0.011437,0.034052,3.000000,0.300000,9.400000
23.420000,329.936134,282.285710,20.125219,0.313255,1.252203,49.801048,0.011500,0.034237,3.000000,0.300000,9.400000
23.520000,330.005651,281.816826,20.121418,0.314346,1.253195,49.800237,0.011562,0.034421,3.000000,0.300000,9.400000
23.620000,330.074695,281.354069,20.117619,0.315436,1.254186,49.799428,0.011625,0.034606,3.000000,0.300000,9.400000
23.720000,330.143274,280.897332,20.113823,0.316524,1.255176,49.798619,0.011687,0.034790,3.000000,0.300000,9.400000
23.820000,330.211390,280.446507,20.110029,0.317612,1.256165,49.797810,0.011750,0.034975,3.000000,0.300000,9.400000
23.920000,330.279050,280.001492,20.106238,0.318697,1.257152,49.797002,0.011812,0.035160,3.000000,0.300000,9.400000
24.020000,330.346259,279.562182,20.102450,0.319782,1.258138,49.796195,0.011875,0.035344,3.000000,0.300000,9.400000
24.120000,330.413020,279.128476,20.098665,0.320865,1.259123,49.795388,0.011937,0.035529,3.000000,0.300000,9.400000
24.220000,330.479340,278.700274,20.094882,0.321948,1.260107,49.794582,0.012000,0.035713,3.000000,0.300000,9.400000
24.320000,330.545222,278.277476,20.091101,0.323028,1.261089,49.793777,0.012062,0.035898,3.000000,0.300000,9.400000
24.420000,330.610672,277.859987,20.087323,0.324108,1.262070,49.792972,0.012125,0.036082,3.000000,0.300000,9.400000
24.520000,330.675694,277.447708,20.083548,0.325187,1.263050,49.792168,0.012187,0.036267,3.000000,0.300000,9.400000
24.620000,330.740292,277.040547,20.079775,0.326264,1.264029,49.791364,0.012250,0.036451,3.000000,0.300000,9.400000
24.720000,330.804470,276.638411,20.076004,0.327340,1.265007,49.790561,0.012313,0.036636,3.000000,0.300000,9.400000
24.820000,330.868234,276.241206,20.072236,0.328415,1.265984,49.789758,0.012375,0.036820,3.000000,0.300000,9.400000
24.920000,330.931587,275.848844,20.068471,0.329489,1.266959,49.788956,0.012438,0.037005,3.000000,0.300000,9.400000
25.020000,330.994534,275.461235,20.064707,0.330562,1.267934,49.788155,0.012500,0.037189,3.000000,0.300000,9.400000
25.120000,331.057078,275.078292,20.060947,0.331633,1.268907,49.787354,0.012563,0.037373,3.000000,0.300000,9.400000
25.220000,331.119224,274.699928,20.057188,0.332703,1.269880,49.786553,0.012625,0.037558,3.000000,0.300000,9.400000
25.320000,331.180975,274.326060,20.053433,0.333773,1.270851,49.785754,0.012688,0.037742,3.000000,0.300000,9.400000
25.420000,331.242336,273.956603,20.049679,0.334841,1.271821,49.784954,0.012750,0.037926,3.000000,0.300000,9.400000
25.520000,331.303311,273.591476,20.045928,0.335908,1.272790,49.784155,0.012813,0.038111,3.000000,0.300000,9.400000
25.620000,331.363902,273.230598,20.042179,0.336974,1.273758,49.783357,0.012875,0.038295,3.000000,0.300000,9.400000
25.720000,331.424115,272.873889,20.038432,0.338039,1.274725,49.782559,0.012938,0.038479,3.000000,0.300000,9.400000
25.820000,331.483952,272.521272,20.034688,0.339103,1.275691,49.781762,0.013000,0.038664,3.000000,0.300000,9.400000
25.920000,331.543417,272.172671,20.030946,0.340166,1.276656,49.780965,0.013063,0.038848,3.000000,0.300000,9.400000
26.020000,331.602514,271.828008,20.027207,0.341227,1.277620,49.780169,0.013125,0.039032,3.000000,0.300000,9.400000
26.120000,331.661246,271.487210,20.023469,0.342288,1.278582,49.779373,0.013188,0.039216,3.000000,0.300000,9.400000
26.220000,331.719616,271.150205,20.019734,0.343348,1.279544,49.778578,0.013250,0.039401,3.000000,0.300000,9.400000
26.320000,331.777629,270.816920,20.016001,0.344406,1.280505,49.777783,0.013313,0.039585,3.000000,0.300000,9.400000
26.420000,331.835286,270.487286,20.012271,0.345464,1.281465,49.776989,0.013375,0.039769,3.000000,0.300000,9.400000
26.520000,331.892592,270.161232,20.008542,0.346521,1.282424,49.776195,0.013438,0.039953,3.000000,0.300000,9.400000
26.620000,331.949550,269.838690,20.004816,0.347576,1.283382,49.775401,0.013500,0.040137,3.000000,0.300000,9.400000
26.720000,332.006163,269.519595,20.001092,0.348631,1.284339,49.774608,0.013563,0.040321,3.000000,0.300000,9.400000
26.820000,332.062434,269.203879,19.997370,0.349685,1.285295,49.773816,0.013625,0.040506,3.000000,0.300000,9.400000
26.920000,332.118365,268.891478,19.993651,0.350737,1.286250,49.773024,0.013688,0.040690,3.000000,0.300000,9.400000
27.020000,332.173961,268.582329,19.989933,0.351789,1.287204,49.772232,0.013750,0.040874,3.000000,0.300000,9.400000
27.120000,332.229223,268.276370,19.986218,0.352840,1.288157,49.771441,0.013813,0.041058,3.000000,0.300000,9.400000
27.220000,332.284156,267.973539,19.982505,0.353889,1.289109,49.770650,0.013875,0.041242,3.000000,0.300000,9.400000
27.320000,332.338760,267.673775,19.978794,0.354938,1.290061,49.769860,0.013938,0.041426,3.000000,0.300000,9.400000
27.420000,332.393041,267.377021,19.975085,0.355986,1.291011,49.769070,0.014000,0.041610,3.000000,0.300000,9.400000
27.520000,332.446999,267.083216,19.971378,0.357033,1.291960,49.768280,0.014063,0.041794,3.000000,0.300000,9.400000
27.620000,332.500639,266.792306,19.967673,0.358079,1.292909,49.767491,0.014125,0.041978,3.000000,0.300000,9.400000
27.720000,332.553962,266.504232,19.963971,0.359124,1.293857,49.766703,0.014188,0.042162,3.000000,0.300000,9.400000
27.820000,332.606971,266.218941,19.960270,0.360168,1.294804,49.765914,0.014250,0.042346,3.000000,0.300000,9.400000
27.920000,332.659669,265.936379,19.956572,0.361211,1.295749,49.765127,0.014313,0.042530,3.000000,0.300000,9.400000
28.020000,332.712059,265.656491,19.952875,0.362253,1.296694,49.764339,0.014375,0.042714,3.000000,0.300000,9.400000
28.120000,332.764142,265.379226,19.949181,0.363295,1.297639,49.763552,0.014438,0.042898,3.000000,0.300000,9.400000
28.220000,332.815921,265.104533,19.945488,0.364335,1.298582,49.762766,0.014500,0.043082,3.000000,0.300000,9.400000
28.320000,332.867400,264.832361,19.941798,0.365375,1.299524,49.761979,0.014563,0.043266,3.000000,0.300000,9.400000
28.420000,332.918579,264.562662,19.938110,0.366413,1.300466,49.761194,0.014625,0.043450,3.000000,0.300000,9.400000
28.520000,332.969461,264.295385,19.934423,0.367451,1.301407,49.760408,0.014688,0.043633,3.000000,0.300000,9.400000
28.620000,333.020050,264.030485,19.930739,0.368488,1.302347,49.759623,0.014750,0.043817,3.000000,0.300000,9.400000
28.720000,333.070346,263.767913,19.927057,0.369524,1.303286,49.758839,0.014813,0.044001,3.000000,0.300000,9.400000
28.820000,333.120352,263.507624,19.923377,0.370559,1.304224,49.758054,0.014875,0.044185,3.000000,0.300000,9.400000
28.920000,333.170071,263.249573,19.919698,0.371594,1.305161,49.757270,0.014938,0.044369,3.000000,0.300000,9.400000
29.020000,333.219504,262.993716,19.916022,0.372627,1.306098,49.756487,0.015000,0.044553,3.000000,0.300000,9.400000
29.120000,333.268654,262.740008,19.912347,0.373660,1.307033,49.755704,0.015063,0.044736,3.000000,0.300000,9.400000
29.220000,333.317523,262.488408,19.908675,0.374692,1.307968,49.754921,0.015125,0.044920,3.000000,0.300000,9.400000
29.320000,333.366112,262.238873,19.905004,0.375723,1.308902,49.754138,0.015188,0.045104,3.000000,0.300000,9.400000
29.420000,333.414424,261.991362,19.901336,0.376753,1.309836,49.753356,0.015250,0.045288,3.000000,0.300000,9.400000
29.520000,333.462461,261.745835,19.897669,0.377782,1.310768,49.752575,0.015313,0.045471,3.000000,0.300000,9.400000
29.620000,333.510225,261.502252,19.894004,0.378810,1.311700,49.751793,0.015375,0.045655,3.000000,0.300000,9.400000
29.720000,333.557718,261.260574,19.890342,0.379838,1.312631,49.751012,0.015438,0.045839,3.000000,0.300000,9.400000
29.820000,333.604941,261.020762,19.886681,0.380865,1.313561,49.750232,0.015500,0.046022,3.000000,0.300000,9.400000
29.920000,333.651896,260.782780,19.883022,0.381891,1.314490,49.749451,0.015563,0.046206,3.000000,0.300000,9.400000
30.020000,333.698586,260.546589,19.879365,0.382916,1.315419,49.748671,0.015625,0.046390,3.000000,0.300000,9.400000
30.120000,333.745011,260.312155,19.875709,0.383940,1.316347,49.747892,0.015688,0.046573,3.000000,0.300000,9.400000
30.220000,333.791175,260.079441,19.872056,0.384964,1.317274,49.747113,0.015750,0.046757,3.000000,0.300000,9.400000
30.320000,333.837078,259.848412,19.868405,0.385987,1.318200,49.746334,0.015813,0.046941,3.000000,0.300000,9.400000
30.420000,333.882723,259.619035,19.864755,0.387009,1.319125,49.745555,0.015875,0.047124,3.000000,0.300000,9.400000
30.520000,333.928111,259.391275,19.861107,0.388030,1.320050,49.744777,0.015938,0.047308,3.000000,0.300000,9.400000
30.620000,333.973243,259.165099,19.857462,0.389050,1.320974,49.743999,0.016000,0.047491,3.000000,0.300000,9.400000
30.720000,334.018121,258.940475,19.853818,0.390070,1.321897,49.743221,0.016063,0.047675,3.000000,0.300000,9.400000
30.820000,334.062748,258.717371,19.850175,0.391089,1.322819,49.742444,0.016125,0.047858,3.000000,0.300000,9.400000
30.920000,334.107124,258.495755,19.846535,0.392107,1.323741,49.741667,0.016188,0.048042,3.000000,0.300000,9.400000
31.020000,334.151252,258.275597,19.842897,0.393124,1.324662,49.740891,0.016250,0.048225,3.000000,0.300000,9.400000
31.120000,334.195132,258.056867,19.839260,0.394140,1.325582,49.740114,0.016313,0.048409,3.000000,0.300000,9.400000
31.220000,334.238766,257.839536,19.835625,0.395156,1.326502,49.739339,0.016375,0.048592,3.000000,0.300000,9.400000
31.320000,334.282156,257.623572,19.831992,0.396171,1.327420,49.738563,0.016438,0.048776,3.000000,0.300000,9.400000
31.420000,334.325303,257.408950,19.828361,0.397185,1.328338,49.737788,0.016500,0.048959,3.000000,0.300000,9.400000
31.520000,334.368208,257.195639,19.824732,0.398199,1.329256,49.737013,0.016563,0.049142,3.000000,0.300000,9.400000
31.620000,334.410874,256.983613,19.821104,0.399211,1.330172,49.736238,0.016625,0.049326,3.000000,0.300000,9.400000
31.720000,334.453301,256.772845,19.817478,0.400223,1.331088,49.735464,0.016688,0.049509,3.000000,0.300000,9.400000
31.820000,334.495491,256.563308,19.813854,0.401234,1.332003,49.734690,0.016750,0.049693,3.000000,0.300000,9.400000
31.920000,334.537446,256.354976,19.810232,0.402245,1.332918,49.733916,0.016813,0.049876,3.000000,0.300000,9.400000
32.020000,334.579166,256.147823,19.806612,0.403254,1.333831,49.733142,0.016875,0.050059,3.000000,0.300000,9.400000
32.120000,334.620652,255.941824,19.802993,0.404263,1.334744,49.732369,0.016938,0.050243,3.000000,0.300000,9.400000
32.220000,334.661908,255.736954,19.799376,0.405272,1.335656,49.731596,0.017000,0.050426,3.000000,0.300000,9.400000
32.320000,334.702932,255.533190,19.795761,0.406279,1.336568,49.730824,0.017063,0.050609,3.000000,0.300000,9.400000
32.420000,334.743727,255.330507,19.792148,0.407286,1.337479,49.730052,0.017125,0.050792,3.000000,0.300000,9.400000
32.520000,334.784295,255.128882,19.788536,0.408292,1.338389,49.729280,0.017188,0.050976,3.000000,0.300000,9.400000
32.620000,334.824635,254.928291,19.784927,0.409297,1.339298,49.728508,0.017250,0.051159,3.000000,0.300000,9.400000
32.720000,334.864750,254.728713,19.781319,0.410301,1.340207,49.727737,0.017313,0.051342,3.000000,0.300000,9.400000
32.820000,334.904641,254.530124,19.777712,0.411305,1.341115,49.726966,0.017375,0.051525,3.000000,0.300000,9.400000
32.920000,334.944309,254.332504,19.774108,0.412308,1.342022,49.726195,0.017438,0.051709,3.000000,0.300000,9.400000
33.020000,334.983754,254.135831,19.770505,0.413311,1.342929,49.725425,0.017500,0.051892,3.000000,0.300000,9.400000
33.120000,335.022979,253.940084,19.766904,0.414312,1.343835,49.724655,0.017563,0.052075,3.000000,0.300000,9.400000
33.220000,335.061984,253.745242,19.763305,0.415313,1.344740,49.723885,0.017625,0.052258,3.000000,0.300000,9.400000
33.320000,335.100771,253.551284,19.759707,0.416313,1.345645,49.723115,0.017688,0.052441,3.000000,0.300000,9.400000
33.420000,335.139340,253.358192,19.756111,0.417313,1.346549,49.722346,0.017750,0.052624,3.000000,0.300000,9.400000
33.520000,335.177692,253.165945,19.752517,0.418312,1.347452,49.721577,0.017813,0.052807,3.000000,0.300000,9.400000
33.620000,335.215830,252.974524,19.748925,0.419310,1.348355,49.720808,0.017875,0.052991,3.000000,0.300000,9.400000
33.720000,335.253752,252.783910,19.745334,0.420307,1.349257,49.720040,0.017938,0.053174,3.000000,0.300000,9.400000
33.820000,335.291462,252.594086,19.741745,0.421304,1.350158,49.719272,0.018000,0.053357,3.000000,0.300000,9.400000
33.920000,335.328959,252.405031,19.738158,0.422300,1.351058,49.718504,0.018063,0.053540,3.000000,0.300000,9.400000
34.020000,335.366246,252.216729,19.734573,0.423295,1.351958,49.717737,0.018125,0.053723,3.000000,0.300000,9.400000
34.120000,335.403321,252.029163,19.730989,0.424290,1.352857,49.716969,0.018188,0.053906,3.000000,0.300000,9.400000
34.220000,335.440188,251.842314,19.727407,0.425284,1.353756,49.716202,0.018250,0.054089,3.000000,0.300000,9.400000
34.320000,335.476846,251.656166,19.723826,0.426277,1.354654,49.715436,0.018313,0.054272,3.000000,0.300000,9.400000
34.420000,335.513297,251.470701,19.720248,0.427269,1.355551,49.714669,0.018375,0.054455,3.000000,0.300000,9.400000
34.520000,335.549542,251.285905,19.716671,0.428261,1.356448,49.713903,0.018438,0.054638,3.000000,0.300000,9.400000
34.620000,335.585581,251.101760,19.713095,0.429252,1.357343,49.713137,0.018500,0.054821,3.000000,0.300000,9.400000
34.720000,335.621415,250.918251,19.709522,0.430243,1.358239,49.712372,0.018563,0.055004,3.000000,0.300000,9.400000
34.820000,335.657046,250.735363,19.705950,0.431232,1.359133,49.711607,0.018625,0.055186,3.000000,0.300000,9.400000
34.920000,335.692474,250.553079,19.702379,0.432221,1.360027,49.710842,0.018688,0.055369,3.000000,0.300000,9.400000
35.020000,335.727700,250.371385,19.698811,0.433210,1.360920,49.710077,0.018750,0.055552,3.000000,0.300000,9.400000
35.120000,335.762725,250.190267,19.695244,0.434198,1.361813,49.709312,0.018813,0.055735,3.000000,0.300000,9.400000
35.220000,335.797550,250.009710,19.691679,0.435185,1.362705,49.708548,0.018875,0.055918,3.000000,0.300000,9.400000
35.320000,335.832176,249.829699,19.688115,0.436171,1.363596,49.707784,0.018938,0.056101,3.000000,0.300000,9.400000
35.420000,335.866603,249.650220,19.684553,0.437157,1.364487,49.707021,0.019000,0.056284,3.000000,0.300000,9.400000
35.520000,335.900832,249.471261,19.680993,0.438141,1.365377,49.706257,0.019063,0.056466,3.000000,0.300000,9.400000
35.620000,335.934864,249.292807,19.677435,0.439126,1.366266,49.705494,0.019125,0.056649,3.000000,0.300000,9.400000
35.720000,335.968701,249.114845,19.673878,0.440109,1.367155,49.704731,0.019188,0.056832,3.000000,0.300000,9.400000
35.820000,336.002341,248.937363,19.670323,0.441092,1.368043,49.703969,0.019250,0.057015,3.000000,0.300000,9.400000
35.920000,336.035788,248.760346,19.666769,0.442075,1.368931,49.703207,0.019313,0.057197,3.000000,0.300000,9.400000
36.020000,336.069040,248.583784,19.663217,0.443056,1.369817,49.702445,0.019375,0.057380,3.000000,0.300000,9.400000
36.120000,336.102100,248.407662,19.659667,0.444037,1.370704,49.701683,0.019438,0.057563,3.000000,0.300000,9.400000
36.220000,336.134967,248.231971,19.656118,0.445017,1.371589,49.700921,0.019500,0.057746,3.000000,0.300000,9.400000
36.320000,336.167643,248.056696,19.652571,0.445997,1.372474,49.700160,0.019563,0.057928,3.000000,0.300000,9.400000
36.420000,336.200128,247.881827,19.649026,0.446976,1.373358,49.699399,0.019625,0.058111,3.000000,0.300000,9.400000
36.520000,336.232423,247.707352,19.645483,0.447954,1.374242,49.698638,0.019688,0.058294,3.000000,0.300000,9.400000
36.620000,336.264528,247.533260,19.641941,0.448932,1.375125,49.697878,0.019750,0.058476,3.000000,0.300000,9.400000
36.720000,336.296445,247.359539,19.638400,0.449909,1.376007,49.697118,0.019813,0.058659,3.000000,0.300000,9.400000
36.820000,336.328173,247.186179,19.634862,0.450885,1.376889,49.696358,0.019875,0.058841,3.000000,0.300000,9.400000
36.920000,336.359715,247.013169,19.631325,0.451861,1.377770,49.695598,0.019938,0.059024,3.000000,0.300000,9.400000
37.020000,336.391069,246.840499,19.627789,0.452836,1.378651,49.694839,0.020000,0.059207,3.000000,0.300000,9.400000
37.120000,336.422238,246.668157,19.624256,0.453810,1.379530,49.694080,0.020063,0.059389,3.000000,0.300000,9.400000
37.220000,336.453221,246.496135,19.620723,0.454784,1.380410,49.693321,0.020125,0.059572,3.000000,0.300000,9.400000
37.320000,336.484020,246.324421,19.617193,0.455757,1.381288,49.692563,0.020188,0.059754,3.000000,0.300000,9.400000
37.420000,336.514635,246.153006,19.613664,0.456729,1.382166,49.691804,0.020250,0.059937,3.000000,0.300000,9.400000
37.500000,336.538994,246.016083,19.610842,0.457506,1.382868,49.691198,0.020300,0.060083,3.000000,0.300000,9.400000
37.600000,336.569279,245.845182,19.607316,0.458477,1.383745,49.690440,0.020363,0.060265,3.000000,0.300000,9.400000
37.700000,336.599382,245.674553,19.603792,0.459448,1.384621,49.689682,0.020425,0.060448,3.000000,0.300000,9.400000
37.800000,336.629302,245.504188,19.600270,0.460418,1.385497,49.688925,0.020488,0.060630,3.000000,0.300000,9.400000
37.900000,336.659042,245.334076,19.596749,0.461387,1.386371,49.688168,0.020550,0.060813,3.000000,0.300000,9.400000
38.000000,336.688601,245.164210,19.593229,0.462356,1.387246,49.687411,0.020613,0.060995,3.000000,0.300000,9.400000
38.100000,336.717981,244.994580,19.589711,0.463323,1.388119,49.686655,0.020675,0.061177,3.000000,0.300000,9.400000
38.200000,336.747181,244.825177,19.586195,0.464291,1.388993,49.685899,0.020738,0.061360,3.000000,0.300000,9.400000
38.300000,336.776202,244.655994,19.582681,0.465257,1.389865,49.685143,0.020800,0.061542,3.000000,0.300000,9.400000
38.400000,336.805045,244.487023,19.579168,0.466223,1.390737,49.684387,0.020863,0.061725,3.000000,0.300000,9.400000
38.500000,336.833711,244.318254,19.575657,0.467188,1.391608,49.683631,0.020925,0.061907,3.000000,0.300000,9.400000
38.600000,336.862199,244.149680,19.572147,0.468153,1.392479,49.682876,0.020988,0.062089,3.000000,0.300000,9.400000
38.700000,336.890511,243.981293,19.568639,0.469117,1.393349,49.682121,0.021050,0.062272,3.000000,0.300000,9.400000
38.800000,336.918646,243.813085,19.565133,0.470080,1.394218,49.681367,0.021113,0.062454,3.000000,0.300000,9.400000
38.900000,336.946607,243.645049,19.561628,0.471043,1.395087,49.680612,0.021175,0.062636,3.000000,0.300000,9.400000
39.000000,336.974392,243.477178,19.558125,0.472005,1.395955,49.679858,0.021238,0.062818,3.000000,0.300000,9.400000
39.100000,337.002003,243.309463,19.554623,0.472967,1.396822,49.679104,0.021300,0.063001,3.000000,0.300000,9.400000
39.200000,337.029440,243.141898,19.551123,0.473927,1.397689,49.678350,0.021363,0.063183,3.000000,0.300000,9.400000
39.300000,337.056704,242.974476,19.547625,0.474887,1.398556,49.677597,0.021425,0.063365,3.000000,0.300000,9.400000
39.400000,337.083795,242.807189,19.544128,0.475847,1.399421,49.676844,0.021488,0.063547,3.000000,0.300000,9.400000
39.500000,337.110713,242.640031,19.540633,0.476806,1.400286,49.676091,0.021550,0.063729,3.000000,0.300000,9.400000
39.600000,337.137460,242.472995,19.537140,0.477764,1.401151,49.675338,0.021613,0.063912,3.000000,0.300000,9.400000
39.700000,337.164035,242.306075,19.533648,0.478721,1.402015,49.674586,0.021675,0.064094,3.000000,0.300000,9.400000
39.800000,337.190439,242.139264,19.530157,0.479678,1.402878,49.673834,0.021738,0.064276,3.000000,0.300000,9.400000
39.900000,337.216673,241.972556,19.526669,0.480635,1.403740,49.673082,0.021800,0.064458,3.000000,0.300000,9.400000
